id,limit_bal,sex,education,marriage,age,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6
297,70000,2,1,2,29,43462,41845,40476,43687,43858,48127,3000,3000,7000,10000,15000,1000
298,230000,2,2,2,51,213457,226037,213682,219016,172407,163690,17000,10000,10000,10000,10000,10000
299,210000,2,2,2,27,5353,280,4609,4703,6324,1621,280,4609,94,1621,0,32
300,50000,2,1,2,27,13301,1400,780,390,42958,44849,1400,780,390,42958,3500,0
301,60000,2,2,1,38,22212,21568,24209,23524,24491,25033,0,3000,0,1500,1100,1000
302,20000,2,2,1,34,13552,16513,17549,18907,19114,19186,3188,1600,3570,801,901,1
303,30000,2,2,1,34,16944,16374,17724,18473,19763,19306,0,1620,1350,1600,0,1630
304,240000,2,1,1,41,8827,6993,7094,3227,-18,-18,0,1200,0,0,0,0
305,400000,2,2,1,29,400134,398857,404205,360199,356656,364089,17000,15029,30000,12000,12000,23000
306,200000,1,1,2,30,0,1870,1000,0,1275,543,1870,1000,0,1275,543,0
307,90000,2,2,1,44,390,390,390,390,390,390,390,390,390,390,390,390
308,100000,2,3,1,46,43677,42674,45983,46927,47759,46865,0,4000,2000,1900,0,2000
309,260000,2,2,2,28,75841,69490,67107,28081,12767,4200,3008,2005,3036,5000,2200,1000
310,420000,2,1,1,30,3790,19292,15068,37435,-1896,18995,19292,15087,37435,287,25087,3046
311,30000,2,1,2,28,13568,3166,821,0,0,0,3166,821,0,0,0,0
312,20000,2,2,1,48,11492,15791,15806,29542,15484,15046,4500,550,0,1445,0,400
313,80000,2,2,1,27,56720,5958,4303,3850,0,0,5958,4321,3869,0,0,0
314,50000,1,2,2,34,48844,49335,49236,43524,27062,27923,1898,1996,2162,2000,1300,2000
315,130000,2,2,1,27,76885,79106,81231,81983,83773,85532,3500,4000,3000,3146,3260,3200
316,260000,2,2,1,45,243952,224426,193708,163477,139993,133197,15521,10005,7000,5500,5000,4000
317,80000,1,2,2,26,27897,24833,23331,21964,19664,2544,0,1527,1500,540,2544,2789
318,100000,1,1,2,34,772,772,-8,2562,0,0,0,8,2570,0,0,0
319,310000,2,3,2,30,5931,118109,131107,97009,51757,50009,120000,18008,20000,12000,5000,3000
320,30000,2,1,2,22,28000,30463,29697,29760,21061,1894,3703,0,1000,421,1894,5514
321,110000,2,4,2,24,83755,77431,79044,80631,82333,84462,3000,2900,2900,3000,3500,4000
322,20000,1,3,2,24,12188,12904,14217,14360,16140,16287,1220,1533,676,2177,559,0
323,20000,2,2,2,34,19727,20330,20199,19609,19957,2361,2000,1200,0,348,0,420
324,80000,1,4,1,29,80534,78179,79348,81099,80540,67069,3006,2641,2827,2671,2611,2417
325,70000,1,1,2,26,51897,51961,51435,51512,54709,52462,2230,2009,2397,5912,0,2448
326,230000,2,3,1,37,228342,189966,142377,143828,143698,143342,6100,7000,5356,5400,5200,5500
327,100000,2,2,1,44,97581,94594,44145,46148,43750,44771,0,2000,3000,2000,2000,2000
328,130000,2,1,1,47,113470,110794,65715,67523,68131,68140,4000,3000,5500,3000,3000,1700
329,150000,2,1,1,38,109244,96560,86565,85069,508,0,3506,5000,5003,508,0,0
330,50000,1,2,1,55,25330,25894,26866,26673,26871,27009,1745,1717,914,1000,963,1112
331,10000,2,4,2,24,5742,4576,4139,2583,0,0,1500,2000,583,0,0,0
332,360000,2,2,1,40,4343,725,4268,2085,26896,18455,725,4268,2085,13448,7455,4759
333,200000,2,4,2,25,2017,0,381,1060,429,0,0,381,1060,429,0,398
334,700000,2,2,2,34,1878,4343,804,778,1913,200,4354,804,778,1916,200,628
335,20000,2,2,2,25,15389,16397,17195,17499,16236,10400,1270,1341,1160,556,600,0
336,30000,2,1,1,27,0,306,2017,6316,3107,0,306,2017,6316,62,0,1002
337,120000,2,1,2,29,110488,107488,97021,86283,87345,81666,4000,5000,3000,3300,3010,3000
338,320000,1,2,2,28,11639,7508,5591,2371,4754,4932,2552,2016,0,12,5036,10306
339,90000,2,1,2,31,77278,83357,85229,85939,83680,89319,8000,4100,3000,0,7000,3100
340,440000,2,2,2,28,412962,409812,393255,370202,258387,255740,15000,20000,15305,10070,15037,10052
341,210000,2,1,2,46,15655,3918,29881,24247,21664,1556,4854,30366,0,433,1556,14047
342,100000,2,2,2,28,50697,51813,53416,32422,33177,42560,1959,2545,1513,1268,10000,10000
343,160000,1,1,1,51,131124,129673,135778,132505,124622,127646,5000,12501,4700,0,9500,0
344,30000,1,2,2,29,19363,20723,22492,22819,24441,23910,2000,2100,1000,2000,0,1000
345,150000,2,2,1,36,100247,109909,112453,113318,114268,116688,12924,5800,4200,4300,4400,4700
346,200000,1,1,2,34,67002,76429,94564,95859,99593,101834,10000,18900,3000,4524,3084,3242
347,250000,1,1,2,30,0,0,0,700,150,200,0,0,700,150,200,0
348,160000,1,1,2,32,2507,798,-2,2319,1523,-2,800,0,2321,4,0,801
349,240000,2,1,2,33,103100,106908,109419,111838,112727,115479,5295,5500,5500,4000,4500,4000
350,80000,2,1,2,25,53685,15291,20694,25435,30510,36101,3291,5694,5435,5510,6101,6742
351,80000,2,3,1,26,6808,8686,11628,12008,11658,12603,2000,3100,1000,0,1000,2000
352,20000,1,3,2,27,20443,19038,38730,-210,690,150,1558,1400,400,1290,0,780
353,40000,1,1,2,34,38849,40315,38401,39224,40364,38391,3600,0,2100,3226,0,1531
354,20000,1,2,1,41,7472,9304,9369,5873,5990,6231,2000,2002,3098,215,338,2164
355,150000,2,1,1,33,3389,1600,1782,1600,0,11665,0,1782,1600,0,11665,0
356,170000,2,1,2,27,118801,108980,112125,109579,107030,101130,4000,5300,3800,3880,3500,3400
357,200000,1,1,2,52,115702,113576,109812,104567,100541,96495,5517,5381,3838,3589,3397,3296
358,80000,2,2,2,38,17816,18095,17374,14298,12259,10498,3000,2000,1000,2000,2000,2000
359,140000,1,1,1,36,40836,41878,42977,43960,45093,46342,2001,2100,2000,2000,2000,5000
360,20000,2,2,2,25,14549,17144,16580,18366,18766,18324,2845,0,2067,1000,0,1664
361,20000,1,3,2,36,16842,16300,390,14536,7446,0,1000,390,14536,149,0,8346
362,50000,2,3,2,23,33239,33199,33757,23332,23782,16816,6010,5008,3013,5035,5001,5002
363,300000,1,1,1,55,14202,0,0,11940,17693,2402,0,0,11940,17693,2402,0
364,60000,2,3,2,26,38726,39764,41084,41741,42461,43457,1663,1983,1640,1542,1703,1758
365,270000,2,1,2,32,54914,55423,57875,57456,33334,31723,3000,5000,3300,1337,1500,1000
366,150000,2,3,2,52,139733,138723,132441,94493,84936,77988,7000,6000,5000,5000,5000,5000
367,200000,1,1,1,44,1640,0,0,0,0,0,0,0,0,0,0,0
368,500000,2,3,1,45,338,338,98,522,285,950,338,98,522,285,950,285
369,450000,2,1,1,36,0,2500,2500,0,0,0,2500,2500,0,0,0,0
370,60000,1,1,2,22,57392,60254,58971,29137,29900,30069,4400,304,1100,1216,1300,589
371,20000,2,3,1,22,16358,17063,18406,18992,16564,16944,1282,1625,1209,1000,570,411
372,280000,1,1,2,31,278510,279845,0,189841,193313,192742,6996,0,189841,6022,6078,5300
373,50000,1,2,2,47,19949,19356,19849,20301,17951,17254,2000,2000,2000,1000,1000,1000
374,340000,1,2,1,30,326,7132,16684,25749,30085,30406,7132,10000,10000,5000,1007,6000
375,330000,1,1,2,31,165042,163406,137664,3381,40635,40490,9000,7558,5000,42054,3000,2000
376,30000,2,2,2,29,22501,20210,8762,6200,0,0,2429,5,1062,0,0,0
377,150000,1,1,1,54,4015,499,-948,-1580,316,316,501,632,0,1896,316,782
378,30000,2,3,1,26,8893,8601,10862,11485,11006,12270,0,2405,1100,0,1600,0
379,50000,1,2,1,28,2862,20499,9555,4807,14429,9872,20637,9588,4821,14472,10002,3254
380,310000,2,1,1,36,157173,160555,170288,175252,177855,181846,6000,12398,7814,7000,7000,6597
381,270000,2,1,2,31,173,2254,3679,4065,3975,8195,2254,1522,4065,4056,81,83
382,230000,2,1,2,32,195409,203432,180786,95445,63048,99961,21844,14105,21124,2520,50961,2670
383,50000,2,2,1,32,943,0,0,0,20650,0,10528,0,0,20650,0,0
384,410000,2,2,1,29,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891
385,90000,1,2,2,34,77846,50281,14033,12628,20172,73512,5700,0,2000,20172,73512,3000
386,140000,1,2,1,42,127939,100372,84587,65589,69117,65911,5059,14659,5000,8000,5000,10000
387,390000,2,1,1,39,42721,22836,24266,6088,2500,828,12041,24353,6118,2550,828,0
388,150000,1,4,2,30,175348,153679,110237,46972,29045,20105,9304,2921,15000,1137,600,0
389,170000,2,2,1,32,9990,4647,1399,6548,1399,0,0,1399,6548,0,0,0
390,220000,2,1,2,30,91178,99541,74718,64087,72992,74646,10128,10000,5000,10000,3000,10000
391,500000,1,1,1,51,396402,395484,333041,294173,300616,266973,14034,15040,12018,15028,10038,10018
392,20000,1,3,2,23,9525,16977,18546,18846,18066,17463,8000,2000,900,0,1000,0
393,50000,2,1,2,31,27166,30190,29421,28652,34032,32913,3769,0,0,6000,0,0
394,500000,2,2,2,32,44462,37890,28527,27030,27454,30486,7000,7000,8000,10000,12000,2876
395,200000,2,4,2,30,17160,7289,2868,9470,5816,7809,2880,0,9470,5834,7809,2886
396,220000,2,1,2,32,0,4048,4925,12554,1036,522,4048,4925,12606,0,572,7656
397,80000,1,1,1,25,48470,52374,52889,51520,50741,50322,4700,2000,0,1800,1850,1800
398,380000,2,1,2,27,0,292,7352,3401,1042,4000,292,7352,3401,1042,4000,5000
399,260000,2,1,1,38,629,622,3074,0,688,2605,625,3084,691,0,2613,378
400,180000,2,2,2,31,0,0,0,0,0,0,0,0,0,0,0,1576
401,50000,2,3,1,59,44977,43981,44996,45736,46748,47816,0,2045,1785,1900,2000,2210
402,50000,2,2,1,48,18704,18106,19793,19378,18874,19361,0,2000,1500,1000,2000,1000
403,30000,2,3,2,40,53720,52268,49338,44430,40875,40272,0,3000,1000,2000,5000,0
404,20000,1,3,2,46,9784,11195,12542,13619,14415,15281,1885,1838,1300,1000,1074,183
405,150000,2,3,1,24,6479,1670,4330,8036,1505,974,1670,4330,8040,1505,974,0
406,50000,2,2,2,26,47510,32952,22289,22752,9325,9270,1744,1537,1000,187,185,0
407,350000,2,2,1,36,21026,35588,38002,40357,43663,52735,15000,3000,3000,4000,10000,25000
408,180000,2,2,2,28,340,-120,420,460,460,610,0,1000,500,460,610,460
409,370000,2,1,1,39,141552,67739,49097,48216,47675,48074,2157,2000,1668,2000,3000,1000
410,30000,2,2,3,41,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796
411,200000,1,1,1,57,152519,148751,144076,8174,8198,7918,0,0,8222,300,0,1000
412,250000,2,2,1,29,0,256,258,258,258,258,256,258,258,258,258,258
413,140000,1,2,1,40,139282,138095,140725,139401,103929,101148,4945,5254,4861,3649,3653,3700
414,10000,2,3,1,42,8965,8640,9412,9604,9800,0,1228,1000,192,196,0,8138
415,180000,2,1,1,43,4824,1001,13413,8577,8596,24297,1001,13413,8577,8596,24297,26134
416,200000,2,1,2,27,201202,202252,195276,167209,144232,137271,15200,9600,9503,5148,4968,4930
417,100000,2,3,2,25,97997,97018,94247,62919,10492,4809,4000,4046,4752,4000,4500,3000
418,50000,1,3,1,49,10644,12163,14147,13626,15194,16929,2000,2500,0,2000,2000,2000
419,220000,2,2,1,32,28853,29145,27171,22067,17831,15671,2000,4000,1420,2000,3000,30789
420,290000,2,3,1,43,1994,390,390,390,390,780,390,390,390,390,780,568
421,500000,1,2,1,41,169117,163094,161768,164438,162050,163456,0,7400,10000,6000,5907,6000
422,50000,1,3,2,26,24132,20109,19932,19762,10708,20148,1902,1200,30,1031,20201,605
423,40000,2,2,1,24,28953,35389,34205,39361,35125,35890,6918,0,6000,0,2000,5000
424,140000,1,1,1,50,83957,87160,89365,91005,94651,97132,5000,4000,3618,5481,5000,5000
425,400000,2,1,1,37,229714,222726,162828,131433,126929,122492,11477,8000,4553,3600,3546,3864
426,130000,2,3,1,43,130067,129385,96775,98071,97743,100124,5540,4403,3814,3562,4021,3681
427,360000,2,1,1,32,37736,28746,19783,17738,1262,382,1174,1100,396,1266,9,7643
428,100000,2,2,2,28,1506,89,89,0,356,16213,89,0,0,356,16213,0
429,550000,1,1,2,35,539092,552234,565550,572805,823540,501370,23000,23000,18000,0,18373,18159
430,40000,2,2,2,33,34253,34954,36093,36891,37019,40734,1567,2000,2000,1318,4610,0
431,150000,2,2,2,32,9545,14350,17118,16546,20052,20385,5000,3000,0,3800,800,0
432,460000,1,4,1,35,0,737,4856,6696,1327,0,737,4872,6696,1327,0,1782
433,50000,1,2,2,52,45840,47595,28491,3642,12291,16674,8000,8080,15012,10000,8000,2000
434,340000,2,2,2,47,196112,183453,167592,162628,142779,139548,6446,6207,5758,4853,4940,4600
435,300000,1,1,2,32,8077,10566,11293,12000,3458,56338,2800,1200,1200,9427,55000,2000
436,40000,2,3,2,23,34415,35170,34305,34985,35719,36428,1600,0,1250,1296,1302,1348
437,200000,2,2,1,36,473,4511,5122,1936,1771,0,4528,5122,0,1771,0,604
438,450000,1,3,1,58,8940,6239,5535,9856,819,863,6271,5740,9905,823,867,2488
439,70000,2,3,1,30,56448,57550,58008,58957,60367,61617,2600,2000,2500,2500,2400,2500
440,50000,2,2,1,41,29463,28715,28950,29684,29078,29944,0,1000,1500,0,1500,2100
441,30000,1,3,1,33,29742,30266,45414,21331,21987,22452,1406,1366,1000,1000,980,1000
442,70000,2,2,2,55,57867,53214,54571,42413,42946,43843,1920,2230,2004,1537,1589,1598
443,50000,1,2,1,44,3201,0,5701,0,0,0,0,5701,0,0,0,0
444,100000,2,3,2,46,0,203,203,0,7856,16544,203,0,0,7856,10000,865
445,110000,2,2,2,22,0,0,0,0,0,0,0,0,0,0,0,2990
446,190000,1,2,1,36,79584,83108,82179,80874,81720,87685,7007,2912,2871,3501,8001,3234
447,330000,2,2,1,31,1732,1349,1366,1383,1383,1383,1000,1400,1400,1383,1383,851
448,210000,1,1,1,28,124667,201007,144968,134975,136469,139866,145273,5065,5012,5000,5078,5000
449,100000,1,2,2,29,2494,1999,6632,6150,10122,2689,2005,6633,18,10152,2697,3607
450,120000,2,1,1,33,35563,25614,19747,1201,2333,2250,1426,6400,1500,2700,0,0
451,130000,2,1,1,55,126205,128064,131524,46445,44973,45578,4998,5946,1620,1623,1659,1749
452,450000,1,1,3,37,324,302,5018,317,1614,324,303,5041,1,1622,325,316
453,200000,2,1,2,40,132563,135202,137111,137121,139343,141859,4841,5047,4922,4926,5105,5500
454,50000,1,2,1,33,16149,13662,14675,14967,15282,15585,1223,1236,528,548,550,569
455,30000,2,2,2,25,28518,27774,28987,24960,14358,16123,0,2027,2000,1000,2000,2000
456,50000,2,2,1,48,48572,45067,46492,47368,7988,8011,2028,2453,2329,431,300,500
457,100000,2,2,1,36,92688,94925,96865,99196,101000,0,3000,2746,3156,3000,0,0
458,10000,2,2,2,44,390,390,780,17585,18301,18663,390,780,17585,1000,667,692
459,30000,1,3,2,39,10178,14491,15504,15812,16143,16606,4491,1257,565,585,730,1000
460,360000,1,1,1,32,2500,0,0,0,0,0,0,0,0,0,0,0
461,210000,1,1,1,38,81582,82768,654,628,302,476,4000,1584,300,0,500,476
462,140000,1,3,1,39,138317,142082,136034,137524,88752,89409,6047,6405,6452,3228,3140,3157
463,30000,2,1,2,24,19998,21212,18127,14439,11026,10523,3001,2013,2001,2002,1500,20000
464,290000,2,1,2,32,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0
465,240000,1,1,2,29,156362,132280,99174,65372,28797,184922,5233,3289,2072,3018,184922,6100
466,140000,2,2,2,28,129925,131624,133763,133195,101298,101601,6200,6600,4225,3800,3816,4000
467,10000,1,2,2,32,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0
468,200000,2,1,2,40,185696,181236,185410,189069,197736,183299,0,8600,8300,13257,917,7000
469,30000,1,1,1,32,22541,19623,20606,20693,21134,22435,1338,1321,727,761,2500,1800
470,220000,1,1,2,31,4935,3796,5227,2291,4739,1640,3796,5227,2293,4739,1640,3012
471,10000,1,3,2,61,7700,8595,9273,9774,9973,9638,1293,1235,1000,199,193,197
472,30000,1,3,2,42,8185,9395,10928,11445,12108,12753,1500,2000,1000,1000,1000,1243
473,130000,2,1,2,27,116186,111703,105091,100046,96090,90359,5500,4500,3500,6011,3200,4000
474,210000,1,1,1,36,102245,103640,792,396,0,546,5000,792,396,0,546,396
475,50000,1,3,2,28,17141,18361,19214,15519,15129,13747,1500,1211,516,520,622,5000
476,20000,2,3,1,53,12197,13292,14362,14821,15143,15737,1600,1600,1000,710,1000,1000
477,430000,2,1,2,38,590,590,590,590,590,590,590,590,590,590,590,590
478,50000,1,3,2,57,47917,48455,48120,28450,29046,29647,1988,1989,1018,1054,1084,1048
479,230000,1,2,2,30,38651,45681,44652,48540,52477,56506,8000,0,4970,4907,4936,5024
480,30000,1,3,2,29,28547,29398,29864,30115,15818,13813,1700,1500,1010,1000,1000,1200
481,110000,1,1,2,33,111249,111480,64237,57066,112716,57044,4000,2800,2200,2200,3000,2000
482,50000,1,2,2,42,50300,50898,49111,48943,45775,0,2200,1600,1700,1700,0,0
483,100000,2,2,2,31,71171,72613,74105,75617,77150,78953,1746,1792,1828,1855,2121,2100
484,30000,2,1,2,25,640,29013,27731,28177,20722,0,30013,2000,1232,1000,0,0
485,70000,1,2,2,26,67864,68284,67375,71270,71157,71008,3517,3700,71270,3000,3000,3000
486,420000,1,2,1,35,9288,16880,28690,13310,3539,2926,17095,28824,13367,3547,2936,9580
487,400000,2,1,2,28,1026,8968,1600,8799,6171,4921,9066,1608,9070,1001,3,2214
488,110000,1,2,2,40,109191,110937,108869,43207,42954,43839,5000,3814,2000,1600,1600,1600
489,200000,2,1,2,31,191807,195618,200170,202965,155579,124488,8500,9200,8000,7000,5000,5000
490,330000,1,3,1,56,360,1499,360,360,7143,5725,1499,0,360,7143,3000,2383
491,170000,2,3,1,46,246,123,5436,1229,93787,95816,123,5436,1229,93970,4000,3348
492,30000,2,3,1,37,25689,26455,27525,28545,29388,30133,1500,1500,1500,1300,1200,1500
493,200000,2,1,1,29,188,2210,2451,3043,1542,0,2215,2451,3043,1542,0,0
494,120000,2,2,2,39,22033,24067,24372,24670,25617,26535,2400,1000,1000,1500,1500,1500
495,370000,2,1,1,42,271452,256269,200761,125646,111185,45816,11295,8300,5000,4600,10000,280000
496,150000,1,2,1,32,141346,145483,146410,142858,146007,130721,10000,7000,4000,8071,4000,3283
497,70000,1,3,1,46,24345,25349,26694,28935,28174,30061,1414,1759,3000,0,2500,0
498,60000,2,2,1,38,126220,76247,72225,67850,63073,61761,0,880,528,0,0,2380
499,60000,1,2,2,24,54809,-827,1188,792,0,27248,0,2188,0,0,27248,1000
500,30000,1,2,2,47,29554,28893,29537,30087,17534,15145,1895,1539,1089,718,400,5000
501,230000,2,2,1,36,4390,1402,3665,929,4167,115126,1402,3665,929,4167,115126,5000
502,340000,2,2,1,26,95878,97594,99835,102801,106263,98797,4500,5000,6000,7000,6000,30000
503,50000,1,2,2,22,49718,50362,49904,50405,29795,28383,1786,2000,1500,2200,0,1100
504,90000,2,3,1,45,63115,33963,33807,2966,1223,0,1988,1900,59,24,0,0
505,70000,2,3,1,41,23546,23462,17548,15864,14937,12841,1573,1355,1203,516,500,500
506,360000,2,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0
507,20000,1,2,2,27,1663,1662,1473,1623,1623,1663,1662,1473,1623,1623,1663,1623
508,250000,2,1,2,26,50122,44742,43194,41381,33246,32948,2027,2020,1510,1000,1000,7000
509,20000,1,2,2,22,18292,17710,17137,19830,19240,18419,0,0,3000,0,0,2000
510,90000,1,3,1,31,68476,68485,67000,45837,49959,52981,4017,4000,4000,5000,4000,4000
511,150000,2,2,1,35,128278,131715,133625,49019,44801,39742,7000,6000,1800,1600,2000,1700
512,10000,2,2,1,22,8730,8523,9527,9713,9762,10312,1303,1307,493,354,712,0
513,250000,2,1,1,37,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122
514,100000,1,2,2,36,110072,108478,105931,104554,102360,100413,0,0,1170,0,0,0
515,200000,2,2,1,44,2667,2478,6406,6216,5258,7002,0,4000,14,2000,2000,2000
516,510000,2,1,1,35,62382,55076,113654,104449,95937,96634,5000,70000,3500,4000,3500,5000
517,110000,1,3,1,38,14084,11129,9316,7681,8897,11729,2500,2500,1000,1500,3000,500
518,420000,2,2,2,26,24434,22586,36569,28994,15159,9379,1500,28000,1210,303,2000,0
519,30000,1,2,2,46,24794,25017,24117,23917,0,0,2000,1500,0,0,0,0
520,30000,1,2,1,50,28796,25881,28654,29049,27256,27864,1609,5000,3000,3000,3198,2000
521,20000,2,1,2,23,292,780,0,593,0,0,780,0,593,0,0,0
522,360000,1,2,2,38,0,0,0,0,3189,177585,0,0,0,3189,177000,5000
523,40000,1,2,2,23,36650,29541,26190,26710,27274,29551,0,1435,955,993,2734,0
524,90000,2,3,2,50,83939,86583,87014,46293,47576,46663,4000,2500,2000,2000,2000,2000
525,270000,2,2,2,35,1636,37,2845,-1000,-1000,-1000,37,3000,1000,0,0,0
526,20000,1,1,2,23,18679,20380,19753,19160,19661,19816,2300,0,0,788,558,198
527,50000,1,2,2,29,32312,24213,24278,24750,0,0,1700,2000,1300,0,0,0
528,80000,2,1,2,23,71487,55641,24987,-600,-600,-600,2157,1500,0,0,0,0
529,300000,1,1,1,51,18961,4371,3391,34282,12983,0,4387,3472,47371,64,0,33588
530,90000,2,1,2,33,3000,6000,0,3000,3000,3000,6000,0,3000,3000,3000,3000
531,280000,1,2,1,28,24189,25294,26667,26926,27492,28333,1500,1800,1000,1000,1300,1000
532,110000,2,3,2,29,23258,22591,23920,25217,25600,26036,0,2000,2000,1100,1000,3000
533,200000,2,1,2,29,2116,0,9781,29313,49113,732,0,9781,20000,20000,732,1005
534,60000,2,3,1,33,57561,57766,49351,28549,29063,28863,2100,3000,1500,1500,1100,1100
535,200000,2,2,1,34,4798,4490,5366,2141,0,0,1125,1000,2141,0,0,0
536,370000,1,1,2,30,333930,280727,285705,295747,250158,255956,13000,11000,15000,10000,10000,12000
537,50000,1,3,2,27,3150,9375,725,21423,6308,12651,9375,730,21423,6308,12651,6243
538,280000,2,3,1,33,75953,84005,86472,87457,88281,86749,9348,4700,3300,3150,0,3328
539,100000,2,1,1,25,7565,460,98796,52079,40183,35796,28,103350,1722,1100,1300,2000
540,100000,2,2,1,33,92189,88832,89762,77986,71031,66983,3252,3215,2792,1881,1945,2184
541,170000,2,1,2,30,1560,1280,590,1168,2160,145564,1000,590,1168,1582,145564,5069
542,320000,2,1,1,37,14536,2935,3019,4179,4256,2675,2949,3034,4200,4277,2688,3651
543,80000,2,2,1,49,42053,40185,42887,31745,32211,25836,0,3500,0,4500,0,1500
544,70000,2,2,1,38,50416,51412,53109,53630,108596,55886,1835,2520,2000,2000,4058,2100
545,120000,2,1,2,27,35238,35907,31513,31659,30069,8005,1777,2254,1400,800,400,6262
546,60000,2,1,1,39,56045,59524,58563,56831,53628,34490,5000,2000,1000,3000,8000,0
547,420000,2,2,1,46,254275,249677,232028,233055,191518,192313,10004,11020,10238,10022,7000,6000
548,140000,1,1,2,44,72763,75064,76892,79522,79623,80895,3905,4025,4924,2381,2926,3108
549,120000,2,1,1,39,32598,51662,30285,24879,29479,27553,20092,10000,6000,5000,7553,14587
550,180000,1,2,2,43,5904,5715,2378,10396,2527,2173,5739,2385,10427,2534,2179,13903
551,50000,1,2,2,25,1170,780,0,0,0,0,0,0,0,0,0,0
552,20000,1,1,2,22,19231,20235,21579,22231,22301,21687,1331,1675,1327,800,783,777
553,20000,2,1,2,49,16715,16719,34196,18760,19132,19533,1271,1300,2612,684,709,875
554,140000,1,1,2,32,46134,50890,59395,73225,56999,61050,5890,9395,15000,0,5000,7086
555,320000,1,1,1,43,18625,28143,32159,31851,3105,-45,10000,5000,0,0,0,0
556,90000,1,3,1,38,28774,29420,28502,30162,17274,15243,1400,0,2041,1007,1015,330
557,70000,2,2,1,37,7204,5326,5954,1069,4711,4514,0,5954,0,4514,0,0
558,120000,2,2,2,33,508,607,611,593,653,587,700,611,593,653,587,916
559,140000,1,2,2,26,80351,166526,83514,72387,67261,68670,4000,2890,3118,3000,2493,2564
560,200000,2,2,2,36,2324,3344,4450,14280,14894,15608,1064,1170,10000,1000,1000,464
561,70000,2,2,2,30,69494,112821,70305,71017,66218,66854,2716,2570,2720,2350,2500,2660
562,150000,1,1,2,37,120,0,0,0,0,0,0,0,0,0,0,0
563,200000,1,1,2,34,150493,156449,162377,174501,155355,129942,10000,10000,15000,0,10000,0
564,300000,1,2,2,33,283552,252308,204975,159596,116322,247931,10000,7009,6000,6100,245000,7600
565,140000,2,2,2,30,97288,98068,98098,97055,97035,101525,4400,4500,3500,3500,8000,500
